rahul gandhi ki sarkar bnti toh milte,sarcastic
To bkl pathar dala hi kyu unamused_face skull_and_crossbones,sarcastic
ठीक है smiling_face_with_smiling_eyes जय श्री राम red_heart triangular_flag dizzy,non-sarcastic
nanipur ka bare mein kuch bolo... skull,non-sarcastic
newton ko biriyani khilaya tha shayad.. gravity hi mita diya bhai ne didi ke liye,sarcastic
"Kya masterpiece OTT show! 5 episodes in, still waiting for the plot 🍿🤡",sarcastic
dar ki ma ki chu*********t cross_mark dar gya tel lene check_mark_button,non-sarcastic
to ye tere chacha ne kiya hai ?,non_sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy chutiya ban gaya face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
bc isliye ladkiyo ko kitchen mai rakhte the,sarcastic
pahli bat ye sab aurte bjp ki bheji hui hai check_mark_button dusri bat congress ki sarkar nahi bni hai and comment karne walo chutiyo thoda to dimagh lga liya kro ya sirf bakchodi karne ko de do,sarcastic
nautain deu dar ki maki chu*,non-sarcastic
15 laaka lene nahee gaye nange bhooke gareeba loga muhaphta me 5 kilo raashana nahee cho.date 1 laaka lene pahuncha gaye dooba naa mardo se saadee karake bachche paidaa karalo basa,sarcastic
Koi bhi galat comments karne se pahle soch lena mam media se hai face_with_tears_of_joy fire,non-sarcastic
"kyonko agar ye 100% bolenge to log sochenge ki ye jhooth bol rahe hain, isliye 99.99 lol",non_sarcastic
First sate of converting india to a mulsim country on paper,sarcastic
Serial wala acting ab reels me kab se aane laga bhai rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
kam aise karo sab milke galiya de skull skull skull,sarcastic
आयोध्या तो एक झांकी है काशी मथुरा अभी बाकी है trident_emblem angry_face_with_horns triangular_flag,non-sarcastic
Respect...salute to her ... India saluting_face saluting_face saluting_face,non-sarcastic
yedajhavee. konaachan aahe re he. konee kaadhoona sodalee hilaa laandyaanchee prodakta,non-sarcastic
Lakin Munwar Ko Modi Ji Ki place se hai ba Gujarat Se face_with_tears_of_joy,non-sarcastic
balaji takare ji ka bat hi kuch alge tha par ab shiv sanya me sab katma ha,non-sarcastic
kya yar insaniyat v nhi hai enraged_face,non-sarcastic
"sab rajkarani hijade hai, nehru pha.cmilee musalim the.inko behind bar kar dena chaahiye",sarcastic
burka pehnao se aur uske sath chali jao,sarcastic
5 star doing nothing----mountain dew daar ki ma ki chut-----this uncle___-------the cameraman deaf_person_medium_skin_tone shushing_face,sarcastic
Kyuki pappu ko bharosa tha hi nhi ki vo jitega rolling_on_the_floor_laughing isliye lambi lbmi fek ab chup gyee pappu ji face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
tu bhi ek hai kya uss mein se?,sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy congress di bhain de lunn,sarcastic
Jai shree Ram red_heart red_heart red_heart red_heart red_heart,non-sarcastic
yha joh sb ke nam btya boh be sitting tha dog,non-sarcastic
fire fire fire fire fire fire fire fire fire fire fire fire,non-sarcastic
jab modi je bole the to ap kaha se,sarcastic
Waqf board ko hatana padega fire fire raising_hands raising_hands,non-sarcastic
Trekked Triund solo! Views + solitude = soul therapy 🏔️✨ #MountainMagic,non_sarcastic
Hijde hai up wale face_with_tears_of_joy face_with_tears_of_joy,sarcastic
guu rathi.... stray dog dog ...,sarcastic
ruko jara ab to gyanbapi ko bhi mandir banana hai ..kya bolte ho hindu bhayo,sarcastic
Ya wahi lachi aworat hai jo apna vote bech ke paysa lene aye hai khata khat khata khat face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Jel Se Aane Jane Ka Khel rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
Bhai music kya kamaal hai face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
"Barish mein bike chalaayi, pura filmy scene ban gaya! 🌧️",non_sarcastic
Chadi gang sapadli face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Hichya gandit tiger bam vala face_with_tears_of_joy,non-sarcastic
skull skull skull skull skull skull red_heart red_heart red_heart,non-sarcastic
paayaavara kuraada maarane cross_mark kuraadee paaya maarane check_mark_button,non-sarcastic
rahul gandhi ne chunavi hava felai thi jo har neta aisa kerte hai,non-sarcastic
thanks bhagwan mujhe hindu banaya. clapping_hands clapping_hands,sarcastic
Transliterated_Comment,sarcasm_label
sirf hinduon ka dos mat do kuchh bjp ke neta bhi hijde hai,sarcastic
ये सब बिंदिया पहनने वाली मुस्लिम महिला है face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Up wale be like....ham he sabse bade madarchod h check_mark_button,sarcastic
tum jaise logo ki wajah se hi atankwadi paida hote he###,non-sarcastic
I like Nehru but this is his mistake.. hindu temple should be freed from government,non-sarcastic
Dhruv rathee chutiya hai yar bas bjp ko hi Target bullseye kar ke baida hai face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Gand to Mardi babri ki face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Ling oar condom hi lagega face_with_tears_of_joy face_with_tears_of_joy q ki bhagwan jyada log paida kr rahe face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Ye song sunke bohot hnsi aata h face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Munawar king crown green_heart Saudi_Arabia green_heart Saudi_Arabia,non-sarcastic
eese to samaj se hi bahiskrit kr dena chahiye,non-sarcastic
Ha bhai shi kha apne crying_face,non-sarcastic
"aja aja ab kaisa sharmana, dheere dheere se dil ko churana",non_sarcastic
sarakaara banee naheen aura godee midiyaa sabaala uthaane lage to 10saala me 150000laakha kaa savaala naheen uthaayaa yaha bhaarata kaa midiyaa,non-sarcastic
behen ke lavdee teri na chod deta mai waha hota tohhh jhanda hai woh mera samman meri shan hai eendia enraged_face,non-sarcastic
abki baar fir wahi haar,sarcastic
kothe p nangi krke nchwa denge,sarcastic
ye kya tarika hai bat karne ka sayad hawaldar hogi aur dimag pe bukhar chad gaya ishke,non-sarcastic
If udta teer g**nd main lena had a face,sarcastic
Gravity gyi maa chudwane face_with_tears_of_joy face_with_tears_of_joy,sarcastic
sanjaya raaoota ko jaadaa bhaava dene kee koee jaroorata naahee hai va paidaashee chuteeyaa hai,sarcastic
aab me kuch bolunga to vivad ho jayega,non-sarcastic
nadhya pradesh walon ko kamal khilane ke liye bahuta-bahuta dhanyvad sarkar development karegi nadhya pradesh ko,non-sarcastic
aise karane kaa matalaba hee kyaa thaa,non-sarcastic
bikh mago mile ga congress se,sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy abe kya bkra h,sarcastic
Jay shri ram triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag red_heart red_heart red_heart red_heart red_heart red_heart triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic
Pel diya dhruv rathe ko face_with_tears_of_joy rolling_on_the_floor_laughing,non-sarcastic
ye khaalee sthaana hee hai enraged_face enraged_face,non-sarcastic
ye batli chahiye mujhe,sarcastic
"aakela bolunga to pela jaunga, where is my audience, apni bari agai",sarcastic
"rose bouquet rose So frds......... stop_sign మీరు టెన్త్, ఇంటర్, డిగ్రీ, బీటెక్,ఎంటెక్, ఎంబీఏ, డిప్లమా, పీజీ, ఫార్మసీ, ఇలా చాలా చేసి ఖాళీగా ఉన్నారా? face_with_diagonal_mouth face_with_diagonal_mouth airplane airplane అయితే మీకోసం ఒక మంచి వర్క్ అపర్చునిటీ globe_showing_Americas globe_showing_Americas Statue_of_Liberty Statue_of_Liberty MNC company lo laptop కావాలి అనుకుంటే, mobile_phone mobile_phone 9182096476/what'sapp msg cheyandi frds mobile_phone mobile_phone , enraged_face enraged_face Frds serious people's only timepass ki kaadhu జెన్యూన్ అపర్చునిటీ ఇది frds.. money_bag money_bag money_bag money_bag money_bag money_bag",non-sarcastic
5 star kuchh na karke dekho check_mark_button ek nansingh ji dar ki man ki chut check_mark_button,sarcastic
Koi kuch nahi bolega Flash Mom hai crying_face high_voltage,non-sarcastic
"Ye sala jerman Shepard ko yahan debate me lao, sala darpok face_with_tears_of_joy face_with_tears_of_joy",sarcastic
ye runde aise hi krti hai inko lafed dena chahiye,non-sarcastic
teri aulat bhi hai kya ?,non-sarcastic
Bhai Gravity kaha geya face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
eeska mtlb sabse bda dala #ehru tha,non-sarcastic
tum logo ki q jal rahi hai,sarcastic
Chup ke ja be chutye Anchor,sarcastic
ye apke writer ka reply tha.unhone accept kiya kiya hai aur kaha tha ki hata lenge,non_sarcastic
Bhaiyo gravity gayi ma ch*dane rolling_on_the_floor_laughing,non-sarcastic
sanjaya raava sobata tujhe laphadata kasaa chaalalaa,non-sarcastic
aabe tu chal aabe tu chal,non-sarcastic
Sab hijde nhi h up me bhi ram bhakt h crying_face,sarcastic
tum logon ka campaign storytelling se kam nahi,sarcastic
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
"jhantu numbai ka dongri nhi ye gujrat ka dongri hai ,isme bhi dharm jod diya",non-sarcastic
sab mile hue hain ji,sarcastic
जेहादियों की अम्मा बहन को जो एक करदे वो सुधांशु त्रिवेदी face_with_tears_of_joy face_with_tears_of_joy check_mark_button check_mark_button fire fire,sarcastic
Thank God bacha liya ....... Hat's off to you folded_hands_light_skin_tone,non-sarcastic
dekh te hai sab accha hoga ram bharose bane ga to mandir hi,non-sarcastic
light ki speed ko takkar de di loudly_crying_face,non-sarcastic
ab dikha bhai inko apni aukat,sarcastic
bas kar ab druv rathi tu . kitni salary detehe rahul gandhi isko,sarcastic
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
eendia barbad aise hi hoga ..pakka aise jehadi eendia me hai,sarcastic
Or karo barosa congress ko vote rolling_on_the_floor_laughing face_with_tears_of_joy,sarcastic
Sapne me smiling_face_with_smiling_eyes Jai Shree Ram triangular_flag,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic
Bhai baccha to nakli tha... crying_face Aur ye gravity ka MKC...,sarcastic
Do din jail me rkho in madam ko inki language aur behaviour approach change hojayegi,sarcastic
enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face,non-sarcastic
Har har Mahadev clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands,non-sarcastic
"ye chaudhary wahi h jo tihad me chakki peesa tha, jb ye tihade tha tb iske sath atankiyo se dosti ho gyi thi.. ye un atankio ko funding krta h",non-sarcastic
उसकी सरकार बनते ही पैसे गायब हो जाएंगे खटाखट खटाखट face_with_tears_of_joy face_with_tears_of_joy,sarcastic
fir ka paisa hai congress walo ka? jo aise free me dete chal rahe? sarkar inki banti to paise ye khud ke pocket se dete ya jannta ko lut ke dete raising_hands,sarcastic
जय श्री राम folded_hands hindu_temple triangular_flag,non-sarcastic
raanda baajaaraatalee too tulaa kaaya bolanaara hajaara janaansobata jhopoona ithaparyanta pochalee too laayakee aahe kaaya tujhee,sarcastic
Ya pori bigadlyalach ahetch pan Tumhi sudha hach content bagayala yeta na?yachasati Tumhi ha group subscribe kela . Thoda sa cleavage chya photo var Khush hovun reply deta . ANI ata ya porila chinal mhanta. Mulat apan ch Asha lokana encourage karto . Apanch hypocrisy karto .,sarcastic
Jay shree ram hindu_temple hindu_temple hindu_temple triangular_flag triangular_flag,non-sarcastic
eeski to badi durdasha hogi jay shri ram,non-sarcastic
ha re nahi bola tha me tere .ma ko usne hai bole muje bhi pel mere bete ko bhi pel kya karu hogi gadari face_with_tears_of_joy fire,non-sarcastic
तुझ्या सारखी न्ह होती ते face_with_tears_of_joy,non-sarcastic
Only legend know about this check_mark_button four_leaf_clover fire,non-sarcastic
kabhi soch kar dekhna ki ham khalistan ki mang kyun kar rehe hain kyunki jab pakistan batta to sarkar ne wada ki tha ki woh sikh logono ko sikhistan denge par ono ne to punjab ke bhi tukare kar diye isliye gali dene achi bat nhi hai sare hindu muslim sikh isai sare hain hum bhai bhai 1984 ka hataya kand had per himchal mein jo ek sikh truck driver ko mardala voh to pls comment acha krna gali mat dena,non-sarcastic
Hazam ni ho jaa raha hai godi media ko face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
iske pss lund hi nhi hai isliye nhi bta rha face_with_tears_of_joy,non-sarcastic
Gravity gyi maa c***ane face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
aaaj kal jitne bhi teaser trailer #youtube pr record tod rhe hai sb #jio ki meharbani hai,non_sarcastic
brobr ahe n ram mandir ch nirman zal tr yanchi ata jdnarchn rav,non-sarcastic
Opin nhi krni bas bulldozer chalwane hai inke upar face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
"mana to meraa bhee bahuta kucha likhane ko karataa hai , para gharavaalo ne saapha kaha diyaa hai kee vo jamaanata naheen karavaaenge , basa iseelie jyaadaa kucha naheen likha rahaa hoo | parantu maamale kee ganbheerataa ko dekhate hue men bhee kamenta karane aayaa thaa lekina yahaan pahale se hee aapa sabhee ne morchaa sanbhaala rakhaa hai isalie men vaapasa jaa rahaa hoon| beaming_face_with_smiling_eyes face_with_tears_of_joy yahee saba dekhane ke lie to main richaarja karavaataa hoon face_with_tears_of_joy face_with_tears_of_joy",non-sarcastic
tu konchi aashi panyan dhutleli ahe,non-sarcastic
Mounten dew dar ki maa ki chut skull face_with_tears_of_joy,non-sarcastic
Itna confidence chahiye bs face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
bhai nahi ho payega.... opposition khel gyi caste me bat diya hinduo ko.... nuslim atleast pakke oonited hai,non-sarcastic
kahaan se aatee hai ye auraten|,non-sarcastic
nountain dew dar ki ma ki choot 100x skull,non-sarcastic
ees bat par to mei bhi bolonga ee love bhudha,non-sarcastic
Bina condum se khelna ka natija hai ye face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
3rd largest raising_hands Itna kaafi hai Wake up stay together raised_fist triangular_flag,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Gravity ki khoj isi ne ki thi check_mark_button,non-sarcastic
hum bhi apne baccho ko batate rahenge ki ye hamara mandir hai babar ne hamara mandir todd ke masjid banaya tha. par ram ji ke age kiski chalti hai to beta isss mandir ke bare mai tumhare bacche ko b batao,sarcastic
response time improve hua hai,non_sarcastic
nodi ji kyu kuch nahi kar rahe check_mark_button dhruv rathe cross_mark_button,non-sarcastic
hum katter hindu hai ur rahenge,non-sarcastic
ye sab congress wala ka jal hai...,non-sarcastic
bhai elan hoo gya h 31 february 2025 me aarjun aword se jammanit kiya jayega check_mark_button,non-sarcastic
I am unfollow you because your mistake brother,non-sarcastic
Chicha ka middle name jahil haii face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Me to bolta hu mullo ko nikalo yaha se pakista bhejo face_with_tears_of_joy,sarcastic
har chiz ko hindu muslim se jodte rehta,non-sarcastic
dusre ke land se mutne wala ...insan ..... andhabhakt face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
"Kuch ladke Tinder bio mein height aise likhte hain jaise koi Olympic selection ho raha ho. Relax bro, date karni hai basketball nahi khelna! 🏀😅",sarcastic
2012 me chief minister the Shelia dikshit,non-sarcastic
shevatee hee baaee aahe.. hilaa vaaeeta boloona aapala tonda kaa kharaaba karaayachan.. hilaa ekacha shikshaa hindoone hilaa mata dyaayachan naahee.. sahamata asanaara tara leeke karaa,non-sarcastic
Gravity ki maa chod di rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
Jay Jay Shree Ram red_heart red_heart red_heart,non-sarcastic
tyaa divashee medikala chaaloo asate tara hi aulaada paidaa jhaalee nasatee crying_face,non-sarcastic
laj vatli pahije politics sati kiti ghan bolnar,non-sarcastic
Jai jai jai sree ram clapping_hands clapping_hands raising_hands raising_hands raising_hands fire fire fire,non-sarcastic
Kisi Ko Khush mat hone dena face_with_tears_of_joy face_with_tears_of_joy,sarcastic
What if there is debate between sudhanshu ji vs dhruv rathi ------------------>,non-sarcastic
isa la.dakee ke nikalaa ke 50 jeete marane vaalaa hotaa koee isakaa dimaaga thikaane aa jaataa,sarcastic
Heat touching video cross_mark Kidney touching video check_mark_button,sarcastic
han ek pe ek daru bahot achhi cheez hai. happy hours!,sarcastic
ye galat hai fasi par chada do inhe desh ka samman nhi matlab kisi ka nhi,non-sarcastic
PHYSICS...BE LIKE ........TOR MAI KE CHODO grinning_face_with_sweat grinning_face_with_sweat,sarcastic
bike wale ki nan ki chut bahan ka lauda aaankhon nein land fasa kar chal raha tha kya,sarcastic
kuch nhi dene wala ye rahul gandhi face_with_tears_of_joy,non-sarcastic
I think we are known about getting fucked even though each other better now I have to be in touch namaste I am in office department_store office_building I am in a office department_store namaste namaste I am going for dinner fork_and_knife_with_plate grinning_face grinning_face_with_sweat namaste I will be in a meeting in ...,non-sarcastic
Main itna berojgar Hun ki yah video bhi pura dekh liya grinning_face_with_sweat face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
tujhyaa saarakhe navhate ga te tulaa savaya aahe tonda maaraayachee bhikaaree ...,sarcastic
kuch punjabi ki wahja se sare punjab ko kuy pareshani me dal rahe ho.,non-sarcastic
ye kandoma agara isakaa baapa samaya se pahana letaa.....to shaayada ye dogalee paidaa naheen hotee,sarcastic
q bhai ye desh sirf dhruv rathee ka hi hai kya...?,sarcastic
"Took It Seriously, Sad for Him",non-sarcastic
"Ye to kanoon ne Puri maaa ch rakhi hai , hum ladko ka kuch nhi bacha is bereham sansaar me ab yaha se kahi aur konch kerna padega face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy",sarcastic
Bs itna confidence chahea life me,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy doheke baj rahul.gandhi face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Transliterated_Comment,sarcasm_label
તારી મા જોરે પન તુજ સૂઈ જજે લૂખા enraged_face,non-sarcastic
बहन चोद बहन चोद face_with_tears_of_joy fire fire check_mark_button,non-sarcastic
Day... I see Moon But Yamraj Coming soon rolling_on_the_floor_laughing,non-sarcastic
Congress me khali musalman hi nazar aata check_mark_button check_mark_button check_mark_button check_mark_button face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
tu maana kivvaa naa maana tujee gaanda mhaataaree jhaalee gapa pada kee jaraa enraged_face face_with_symbols_on_mouth,non-sarcastic
"hee kharee shurpanakhaa , pana tilaa raama aavadata hotaa, kharan raamaayana ghadale tithunacha",non-sarcastic
saba laalachee hain modee jee ne itanaa kiyaa lekina inako to pesai chaahie,sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
O bhan chod yaha too mot ka khal ho rha ha face_with_tears_of_joy fire check_mark_button cross_mark,sarcastic
Koi inko Economics padha de person_facepalming_light_skin_tone,sarcastic
Tum aapnne bacche ko batana or humare bacche use Aurangzeb ke jaise marte rahenge,sarcastic
Such people are responsible for hindu muslim tensions ...shame,non-sarcastic
खटखट खटाखट zany_face rolling_on_the_floor_laughing zany_face rolling_on_the_floor_laughing zany_face zany_face,non-sarcastic
eenki amma ka bura chodu yrr izzat karo flag ki crying_face,non-sarcastic
garibon ko batao sarkar paise dene wale ki nahin paise lootane wale ki bani hai,sarcastic
har promise ek emotional speech ke saath aata hai,sarcastic
𝙷𝚎 𝚙𝚛𝚊𝚋𝚑𝚞 𝚔𝚊𝚑𝚊 𝚑𝚘 𝚍𝚑𝚊𝚛𝚝𝚒 𝚔𝚑𝚊𝚝𝚛𝚎𝚖𝚎 𝚑𝚎,non-sarcastic
aalbert newton gak punya harga diri d india,non-sarcastic
सगळ्यांनी ठोकून घेतलेले दिसते face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Chudwale maa builder se ab jaake face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
bjp ane do triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag sab aye ge propartee,sarcastic
clown_face Hindus hate om Hindus = Muslim Democracy Zindabad face_with_tears_of_joy,sarcastic
ek aur revolutionary plan jo kabhi launch nahi hua,sarcastic
Tichy puchit landay cha land Gela aahe tay mule hi aasi bolate sodun day randi ahe face_with_tears_of_joy,non-sarcastic
lu kya abhi action face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
crying_face Respect for her India red_heart,non-sarcastic
German Shepherd person_walking ram ram ram,non-sarcastic
The confidence that I need in my life moai,non-sarcastic
Abe chal na l face_with_open_mouth face_with_open_mouth de,non-sarcastic
bhai inko kuch mat bolna kiyu ki ye to sabhi opponent party ka pura history khol denge,non-sarcastic
ye kewal west bengal me hi hag sakte hai uske bahar to hum muta denge inhe fire,sarcastic
Karo karo khub karo face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
"soch., achhi batein karni hi nahi chahiye",sarcastic
sushamaa tujee aaee chaugaankadoona hamane tumako kelee mhanoona tu janmaalaa aalisa,non-sarcastic
"Friend ne IIT crack kiya, ab toh life set hai yaar! 🔥",non_sarcastic
jarmana shepharda sooara hai| jo samajhaa vo laaika karo face_with_tears_of_joy,non-sarcastic
Burke wali hai sabse jayada esme face_with_tears_of_joy bhikhari,non-sarcastic
eendia eendia eendia eendia eendia eendia eendia,non-sarcastic
crying_face crying_face enraged_face enraged_face India India India India,non-sarcastic
Eat 5 star do nothing face_with_tears_of_joy,non-sarcastic
bhai samne se pelne ki bat kr rhi hain wo pil lete yaha bhi waha bhi... eetta zid kr rhi chale jate raising_hands,non-sarcastic
vakpha borda hataanaa hai to bee je pee 400 paara laaye triangular_flag,non-sarcastic
I was waiting for his legs to get...... Yeah skull,non-sarcastic
ᴩʀᴏᴜᴅ ᴛᴏ ʙᴇ ꜱᴀɴᴀᴛᴀɴɪ ᴅʜᴀʀᴍ triangular_flag,non-sarcastic
Congress ka itna aukat nhi h thaka thak Paisa de wo safa chat ho gya or ek din BJP join v krega check_mark_button,sarcastic
I mean what the reason for adding religion,non-sarcastic
Gravity गई माँ चुदाने ऐसी कोई चीज़ ही नहीं होती face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
tu hai kon bay rendi ki aulat,sarcastic
German shepherd barking while sitting in another country,sarcastic
bhakt bano unbhakt nahin nodi to bola tha 15 lakh degi kab dega teesri bar bhi toh ho gaya sarkar kab degi,sarcastic
dhuru rathee ke kitne bap skull moai moai skull skull,non-sarcastic
Us rat iska baap so jata to acha tha,sarcastic
tum to mujra hi dekho fir face_with_tears_of_joy,sarcastic
humre hindu me te..khoon ki chhoto..kisi anjan ko bhi behen bolde to uske sath vo rishta life time nibhate hai..,non-sarcastic
Iska to sar dhaar se allag kr dena chahiye fire fire fire fire fire face_with_symbols_on_mouth,sarcastic
Dadi’s 80th birthday—family reunion after 5 years 😭❤️ #FamilyFirst,non_sarcastic
Pappu ne uulu banaya bara maja aaya face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
1 lakh rupiya cross_mark lod* lelo mera check_mark_button,sarcastic
aa sab tere jija hai jo sasurar me the,non-sarcastic
fire fire fire red_heart red_heart red_heart,non-sarcastic
"Shame on you , because he won so your saying this and all",non-sarcastic
sale..kutte kitne rupees k packet nila tujhe ye bakchodi krne ka,sarcastic
Heads off to videographer moai check_mark_button,non-sarcastic
kyaa bolate ho ho jaaye dhruva rathee vs sudhaanshu trivedee fire fire,non-sarcastic
Jali na eski bhi jali na face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
If those guys have balls ..do such a rally in pakistan..none of them will be alive anymore face_with_tears_of_joy,sarcastic
nountain aur 5star tum dono ki ma chuti,sarcastic
Computer desktop_computer cross_mark_button cross_mark_button sudhanshu jiiii red_heart red_heart red_heart check_mark_button check_mark_button,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
koi wada pura nahi hoga bhai agar 1 lakhe rs dediye to pure desh ki economy hlgur jaye gi face_with_tears_of_joy,non-sarcastic
Bas inhi harkato ki wajah se bjp jeet rahi hai muulo ki party face_with_tears_of_joy,sarcastic
raising_hands raising_hands raising_hands raising_hands raising_hands yogi apki jai ho clapping_hands,sarcastic
yaa gaanda tu.davaaya binaa naheen maanoge,non-sarcastic
Jali na tumhari bhi jali na face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy hahahahaahhahh,sarcastic
jaya shreeraama triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic
aaga tulaa kaaya hindooche devee devataa kalanaara,non-sarcastic
Os dosre adme KO lat marde Bhai smiling_face_with_hearts,non-sarcastic
shiv lahanpan karna ata kya re tumhare ko,sarcastic
Ab nhi rehega madam check_mark_button face_with_tears_of_joy triangular_flag triangular_flag fire,sarcastic
sare mulle aaatankvadi line me lag gye,sarcastic
yes man but apna gujara nahi hai is chalak dunia mein,sarcastic
"Zomato se aaj khana late aaya, but compensation mein coupon mil gaya. Customer service OP hai! 🍔👌",non_sarcastic
bhai main apni knowledge ko batna cahta hu bas,non-sarcastic
eeslam jinda bad inklab jindabad jay bhim jai mim ye sahi he to ye jo bol rahe he bo bhi sahi he crying_face,sarcastic
pata nahi nehru ka kiya kachra kabtak sametna padega,non-sarcastic
Jay shree Ram folded_hands triangular_flag triangular_flag,non-sarcastic
Dar k mar na jaye kahi face_with_tears_of_joy,non-sarcastic
bhai sab ko na bolo yar hum to bjp ke sath hai humeha,sarcastic
Heart touching cross_mark Lounges touching check_mark_button face_with_tears_of_joy,non-sarcastic
